source_ip,destination_ip,protocol,bytes_sent,bytes_received,timestamp
128.156.245.249/21,218.230.43.191/12,DNS,10475,5069,1728259200000
252.139.239.60/4,32.96.30.137/1,OSPF,3200,13479,1728259200000
39.108.3.25/11,231.105.252.86/1,PIM,9659,14171,1728259200000
60.51.13.82/27,22.165.226.87/17,GTP,4729,14607,1728259200000
205.19.147.223/5,27.71.70.50/10,FTP,986,10501,1728259200000
214.88.253.154/20,12.222.228.78/6,SMTP,871,6700,1728259200000
175.254.68.89/28,226.244.68.150/26,CIFS,13478,14532,1728259200000
74.56.244.234/16,228.121.198.92/6,LDAP,3368,13454,1728259200000
91.238.0.40/19,190.168.37.239/26,RDP,11187,14372,1728259200000
145.37.169.190/15,47.201.48.56/6,CDP,5230,5148,1728259200000
250.82.147.27/4,239.126.243.83/28,CIFS,9569,8820,1728259200000
193.203.250.195/19,99.156.177.172/10,IMAP,7020,754,1728259200000
195.37.172.114/10,229.182.49.44/17,NFS,4691,13847,1728259200000
163.148.85.197/4,149.217.68.106/2,SMB,9152,7017,1728259200000
40.51.165.203/17,229.76.103.118/6,VTP,8106,8922,1728259200000
102.248.150.184/14,107.86.66.180/6,UDP,1917,14882,1728259200000
34.174.219.0/30,34.226.18.111/5,LDAP,8844,9783,1728259200000
75.105.49.140/12,214.229.129.111/13,SSH,1495,11530,1728259200000
152.240.53.105/29,148.185.133.126/23,POP3,13350,1338,1728259200000
40.230.229.90/4,140.79.77.27/28,SNMP,12905,3177,1728259200000
57.249.97.140/1,78.127.179.191/12,VTP,2910,12685,1728259200000
2.101.181.88/16,250.255.101.21/3,SIP,8018,5783,1728259200000
111.163.177.45/24,52.104.6.29/22,LLDP,7794,8348,1728259200000
156.122.59.210/15,32.199.49.219/23,AH,2617,11775,1728259200000
214.242.37.186/11,238.147.106.43/20,DCCP,6344,9324,1728259200000
191.175.182.136/3,187.9.37.40/15,TFTP,6585,14609,1728259200000
216.29.106.55/18,167.151.12.150/15,IP-in-IP,2791,11345,1728259200000
248.62.206.20/12,104.230.118.241/19,SSH,3954,10943,1728259200000
37.14.165.75/21,11.109.30.80/24,MPLS,671,14762,1728259200000
241.242.7.103/19,160.171.28.97/12,TCP,13533,14708,1728259200000
66.127.203.191/27,230.255.15.123/1,RTP,1551,12538,1728259200000
193.97.116.205/4,218.240.194.0/26,AH,1413,7274,1728259200000
68.133.247.110/5,135.12.160.10/29,TCP,853,8040,1728259200000
230.88.24.212/14,32.41.226.28/25,ARP,13537,12673,1728259200000
138.208.119.237/28,143.144.240.252/13,NDP,13186,6183,1728259200000
223.138.237.237/15,24.190.216.157/15,SMTP,1409,13947,1728259200000
241.103.42.184/6,196.64.150.87/25,RSVP,14067,8137,1728259200000
145.39.170.5/12,106.176.23.65/8,ESP,3070,4208,1728259200000
86.157.212.92/19,206.105.191.36/28,ICMP,7796,1912,1728259200000
167.134.107.131/26,43.185.209.7/2,PPTP,8355,2117,1728259200000
39.116.173.215/15,221.234.10.120/17,RDP,1842,7699,1728259200000
135.25.223.126/15,83.44.73.86/26,SNMP,4786,12084,1728259200000
202.150.103.82/7,41.193.159.162/21,TCP,10677,6685,1728259200000
26.33.141.102/16,248.150.83.95/7,EIGRP,9803,5502,1728259200000
62.168.83.136/24,135.102.185.123/15,SMB,1024,10178,1728259200000
246.149.71.35/6,136.45.169.191/1,RIP,8826,8896,1728259200000
128.175.204.37/18,185.173.231.2/9,PPP,14312,14140,1728259200000
24.28.141.89/8,122.0.39.237/28,STP,14700,10670,1728259200000
246.50.86.160/7,90.122.157.202/24,DCCP,6914,10148,1728259200000
105.3.92.116/25,133.253.15.201/22,ARP,10783,14662,1728259200000
151.142.165.189/31,85.6.238.161/8,RIP,14543,8851,1728259200000
13.163.83.64/29,251.5.239.231/18,IP-in-IP,39,11064,1728259200000
63.26.155.187/31,190.64.4.191/1,Telnet,13968,11965,1728259200000
200.195.189.11/1,242.59.166.88/4,AH,13335,1077,1728259200000
19.231.20.81/25,86.201.166.195/31,LDP,14181,7948,1728259200000
106.98.68.175/11,191.177.253.152/1,LDP,13744,10525,1728259200000
115.134.158.66/1,224.115.75.206/22,NFS,11274,10417,1728259200000
211.215.237.187/4,148.148.170.173/21,RDP,13950,8236,1728259200000
30.90.152.247/29,149.183.54.121/28,AH,13453,4277,1728259200000
221.75.232.38/29,98.18.33.250/17,RTSP,7073,12572,1728259200000
132.134.186.20/1,206.164.163.238/24,VTP,12351,2873,1728259200000
199.68.202.99/24,145.16.66.250/17,ESP,10117,14238,1728259200000
241.71.238.230/23,234.4.125.101/4,HTTP,12185,3354,1728259200000
41.123.9.250/5,211.115.214.23/11,VRRP,8473,6147,1728259200000
71.188.239.44/6,240.111.214.233/28,SCTP,10100,8156,1728259200000
18.200.2.117/2,133.103.186.150/11,ICMP,9970,6527,1728259200000
25.210.181.107/18,134.24.41.218/6,PIM,6483,1845,1728259200000
198.103.206.159/11,80.237.57.4/6,STP,3506,12082,1728259200000
111.174.42.4/7,70.88.184.118/24,RIP,2033,9103,1728259200000
177.158.105.62/22,101.51.67.240/6,NFS,13297,14193,1728259200000
217.121.114.159/5,14.105.79.202/17,SMTP,5646,10769,1728259200000
23.119.75.68/31,4.239.92.138/13,HSRP,9827,3067,1728259200000
212.210.98.57/5,140.54.195.56/30,OSPF,11128,1096,1728259200000
105.21.38.125/29,80.37.154.55/28,PIM,8475,8745,1728259200000
98.113.35.179/5,80.72.210.205/8,TFTP,7598,1763,1728259200000
24.132.143.188/31,55.234.181.177/26,HTTPS,3651,14024,1728259200000
142.236.108.93/3,126.52.148.47/8,IMAP,10793,3937,1728259200000
93.151.159.102/10,30.232.140.3/7,ESP,3596,11357,1728259200000
125.178.42.247/11,246.191.189.36/15,LLDP,12662,3716,1728259200000
129.25.6.255/21,184.135.86.35/11,HTTPS,7667,1662,1728259200000
255.169.70.104/14,72.71.183.236/1,L2TP,13666,838,1728259200000
5.224.164.12/28,189.26.175.89/4,RIP,10112,6419,1728259200000
59.255.181.118/12,34.112.74.255/4,TFTP,4733,3686,1728259200000
115.66.187.215/19,104.69.232.253/6,SCTP,4436,13393,1728259200000
57.228.79.143/7,143.168.175.148/5,TCP,12873,8829,1728259200000
52.23.103.102/27,0.242.109.158/7,PPTP,10067,3570,1728259200000
135.203.176.116/12,15.20.220.112/12,AH,10129,11944,1728259200000
92.158.195.177/16,131.136.180.70/10,LDP,349,12998,1728259200000
196.254.125.134/22,128.240.229.169/29,GTP,6733,11892,1728259200000
71.178.237.37/12,85.142.87.158/22,OSPF,498,9274,1728259200000
65.187.102.152/2,195.122.179.202/17,IGMP,14938,973,1728259200000
100.70.153.100/12,67.223.64.195/18,UDP,4727,13813,1728259200000
105.112.145.66/23,195.198.136.145/21,DNS,312,9136,1728259200000
157.20.208.155/6,151.214.241.62/8,Telnet,11521,7776,1728259200000
60.255.161.75/30,33.231.6.96/6,PPP,554,7068,1728259200000
97.130.85.225/10,237.173.184.105/7,TFTP,12064,8929,1728259200000
139.190.197.22/7,186.178.105.192/28,VRRP,9855,8761,1728259200000
240.107.199.254/4,112.209.210.7/18,VRRP,4022,12872,1728259200000
253.129.6.159/30,131.110.226.207/28,SMTP,4878,6987,1728259200000
170.7.239.248/27,173.36.22.154/16,ICMP,5173,1007,1728259200000
137.219.37.150/6,152.31.158.119/29,DHCP,13019,2618,1728259200000
121.102.217.124/16,193.244.251.1/30,IP-in-IP,10025,4275,1728259200000
123.149.50.173/10,142.90.29.165/9,NDP,4101,12986,1728259200000
234.16.15.231/5,150.22.183.231/28,UDP,1764,5392,1728259200000
67.145.252.242/21,34.176.226.253/18,PPTP,1361,9723,1728259200000
17.31.46.23/9,31.116.172.254/1,AH,3923,8763,1728259200000
150.240.94.10/8,249.139.223.231/22,HDLC,10197,14901,1728259200000
94.80.156.27/15,92.72.207.60/12,VTP,2702,3489,1728259200000
131.52.159.133/12,182.120.140.47/24,VRRP,3981,9241,1728259200000
179.160.92.238/22,182.13.36.37/5,OSPF,10738,6782,1728259200000
119.147.74.48/6,45.250.137.219/9,SCTP,1845,736,1728259200000
189.245.145.33/9,147.14.193.215/22,Telnet,10221,11522,1728259200000
53.71.112.191/25,141.125.33.252/17,NDP,613,3420,1728259200000
139.144.82.168/17,48.11.32.12/20,RDP,7401,3010,1728259200000
119.36.141.94/21,118.91.113.247/19,OSPF,7441,3210,1728259200000
97.3.156.179/7,76.153.251.115/10,TCP,4446,7784,1728259200000
240.14.124.58/5,56.176.160.29/12,LLDP,10451,5432,1728259200000
6.30.247.104/31,158.22.35.26/21,CDP,7937,8433,1728259200000
11.28.116.197/29,53.240.119.7/24,LDP,11293,12263,1728259200000
108.97.197.218/24,63.50.31.96/31,RDP,12688,2600,1728259200000
148.194.26.114/11,190.210.118.215/3,RDP,211,1576,1728259200000
162.143.90.125/3,61.18.174.222/23,DHCP,6983,6458,1728259200000
141.139.166.255/17,250.239.174.15/3,SNMP,9112,7456,1728259200000
34.72.200.224/21,152.155.228.93/17,STP,10933,5761,1728259200000
23.208.82.84/21,1.157.113.118/7,GRE,10705,8424,1728259200000
19.71.21.34/15,59.250.154.21/3,LDP,10406,8044,1728259200000
55.139.252.192/27,136.251.251.61/11,HSRP,2012,6714,1728259200000
133.15.88.0/7,101.14.145.156/3,CDP,4077,10750,1728259200000
56.229.45.253/23,212.183.1.136/17,CIFS,1718,1150,1728259200000
181.229.219.1/7,123.119.151.93/15,NDP,534,7784,1728259200000
191.4.77.117/2,42.3.46.43/14,DCCP,1666,6333,1728259200000
150.214.179.5/19,240.72.91.53/31,L2TP,1830,4266,1728259200000
105.44.90.238/22,49.100.183.198/17,POP3,13971,10814,1728259200000
36.113.133.194/31,16.177.233.198/14,IS-IS,7722,5627,1728259200000
149.65.84.84/2,106.96.80.191/14,POP3,10802,14715,1728259200000
54.68.104.123/31,193.27.202.91/16,DCCP,7318,4433,1728259200000
33.175.52.189/7,53.202.238.227/1,PPP,3438,1597,1728259200000
41.228.214.165/28,229.160.199.236/1,PPP,10977,6612,1728259200000
124.128.119.124/30,39.188.168.202/18,RSVP,7874,8203,1728259200000
153.83.153.74/4,134.146.163.48/14,EIGRP,4649,13056,1728259200000
42.148.125.30/4,190.111.236.154/11,Telnet,678,3647,1728259200000
228.124.66.2/22,165.15.67.149/16,SIP,12755,5995,1728259200000
100.246.209.130/3,100.110.81.83/28,RTSP,9237,6806,1728259200000
195.103.95.230/29,107.45.192.145/9,DHCP,12631,4729,1728259200000
64.226.51.191/20,115.128.130.73/1,POP3,7614,1088,1728259200000
160.93.241.222/25,113.8.53.139/20,AH,10594,6372,1728259200000
23.65.233.229/9,4.158.45.42/9,POP3,14531,282,1728259200000
124.4.204.146/21,123.137.180.82/27,SMTP,7233,4697,1728259200000
10.78.176.3/1,20.41.9.77/22,SIP,9579,12807,1728259200000
16.187.185.84/2,139.64.223.232/17,CDP,4633,9754,1728259200000
246.138.134.91/23,64.236.8.11/12,HDLC,10558,1106,1728259200000
4.97.56.34/26,19.63.104.225/28,RTP,14751,14001,1728259200000
8.220.20.162/21,190.137.38.75/16,NFS,11746,2451,1728259200000
21.31.6.64/27,27.234.161.124/5,HDLC,10677,1898,1728259200000
47.22.213.228/12,39.179.143.191/22,Telnet,3850,11734,1728259200000
161.155.63.113/26,87.213.15.227/2,PIM,5272,7933,1728259200000
163.248.229.20/11,43.243.214.24/7,DNS,14173,10090,1728259200000
13.224.149.29/20,251.149.117.131/23,OSPF,2306,8566,1728259200000
65.210.18.36/16,220.143.237.37/28,RTP,4160,5478,1728259200000
19.49.132.15/3,198.123.163.11/2,UDP,3624,10896,1728259200000
8.107.101.226/26,125.13.163.171/12,LDAP,3143,4018,1728259200000
211.14.235.116/6,35.32.210.126/17,L2TP,6185,4579,1728259200000
188.187.135.200/3,93.221.80.58/30,OSPF,8949,4953,1728259200000
230.254.242.39/5,133.108.31.255/2,PPP,2435,14947,1728259200000
126.247.238.186/1,57.1.164.171/13,LLDP,10378,3242,1728259200000
58.115.242.113/8,95.22.58.160/9,LDP,4511,7382,1728259200000
120.144.69.197/18,160.168.168.45/1,DHCP,3778,2774,1728259200000
81.176.217.22/4,236.200.216.67/31,SIP,3372,8108,1728259200000
117.193.144.7/31,72.95.196.168/17,CDP,8053,4395,1728259200000
224.6.154.160/21,86.206.113.46/24,SIP,2885,7325,1728259200000
62.105.185.46/16,179.168.250.105/1,VRRP,1655,9880,1728259200000
251.77.181.242/25,34.76.113.36/27,POP3,2363,14529,1728259200000
168.76.51.60/21,100.138.237.45/22,ARP,8811,5272,1728259200000
197.242.213.141/12,105.35.50.119/8,GTP,14178,1085,1728259200000
44.147.67.136/16,26.72.41.225/11,HDLC,14690,5273,1728259200000
183.111.41.87/27,173.248.37.9/29,HTTP,11685,14680,1728259200000
80.28.223.150/23,234.92.173.14/13,LDAP,12221,11010,1728259200000
104.135.41.232/24,239.92.177.166/2,SCTP,5160,1732,1728259200000
18.214.223.229/30,87.19.38.60/14,GRE,10835,12754,1728259200000
129.44.51.199/20,152.180.225.110/19,IP-in-IP,6783,2271,1728259200000
35.68.84.132/11,198.165.81.93/25,HSRP,3137,6180,1728259200000
42.213.184.148/22,223.21.85.134/29,RDP,6330,5630,1728259200000
161.232.11.242/30,18.166.29.145/24,Telnet,6410,9896,1728259200000
14.70.204.162/1,232.136.145.251/27,HSRP,13153,4896,1728259200000
163.163.89.144/24,146.248.74.43/24,TCP,12497,7661,1728259200000
122.159.42.233/10,124.150.96.38/4,MPLS,10780,13372,1728259200000
187.197.150.68/14,118.25.120.210/10,Telnet,4859,10343,1728259200000
15.190.65.108/26,59.97.204.24/11,IMAP,14762,5292,1728259200000
214.36.244.206/31,124.40.20.105/29,UDP,3151,5351,1728259200000
204.253.15.49/13,14.26.0.129/23,HDLC,10698,7161,1728259200000
99.193.60.110/9,200.106.213.38/8,TFTP,4115,436,1728259200000
145.92.162.38/27,61.154.243.217/11,SMTP,2662,3490,1728259200000
120.88.159.39/3,219.167.186.153/4,PPTP,963,13415,1728259200000
61.85.5.175/2,223.186.108.138/27,SSH,13081,1272,1728259200000
172.236.68.136/1,135.120.99.49/3,IMAP,1135,8107,1728259200000
180.150.88.218/20,234.223.235.71/12,STP,10816,2148,1728259200000
142.36.220.3/8,235.128.173.170/13,GTP,7555,14162,1728259200000
139.70.24.65/11,54.106.248.188/10,RTSP,1545,11165,1728259200000
27.130.113.113/18,156.182.211.149/18,SMB,4849,14528,1728259200000
100.229.93.182/12,138.108.8.137/7,MPLS,12525,11593,1728259200000
76.243.224.12/10,154.142.82.73/23,SNMP,2556,5425,1728259200000
110.16.159.133/12,150.224.73.198/29,GTP,4843,8416,1728259200000
24.162.3.39/12,193.83.47.172/25,OSPF,3396,2362,1728259200000
48.62.130.120/18,66.53.71.168/28,CDP,4809,3031,1728259200000
60.119.44.88/14,64.247.47.203/18,TFTP,14742,9906,1728259200000
3.212.143.103/27,195.209.24.53/9,LLDP,6691,6860,1728259200000
53.0.187.23/28,176.202.255.93/29,TCP,13889,10668,1728259200000
118.160.85.212/26,241.51.178.179/12,DCCP,4252,9228,1728259200000
95.71.212.245/8,236.205.68.160/25,AH,1801,4804,1728259200000
162.196.218.77/9,27.201.53.18/15,SMTP,8857,13546,1728259200000
8.204.7.55/5,27.206.164.232/30,STP,5864,10475,1728259200000
79.202.237.42/31,133.97.160.217/20,SMB,5274,10736,1728259200000
10.118.130.19/12,143.148.216.162/6,DHCP,7328,11298,1728259200000
151.120.16.186/15,43.72.249.19/14,FTP,9869,4496,1728259200000
253.91.142.0/1,63.55.182.223/21,CDP,9945,2629,1728259200000
245.211.156.251/8,248.101.246.242/13,HSRP,796,9224,1728259200000
60.98.230.70/10,182.236.11.2/19,VRRP,8295,2238,1728259200000
92.182.109.213/17,165.219.80.255/10,LDAP,6833,13809,1728259200000
178.240.192.156/30,108.205.13.119/31,BGP,13484,5811,1728259200000
254.206.79.186/23,20.222.134.96/8,GRE,13058,12835,1728259200000
200.242.152.237/25,96.229.201.91/9,HDLC,10038,12525,1728259200000
213.152.230.163/17,176.39.57.226/24,IP-in-IP,5729,2056,1728259200000
188.209.126.114/12,113.4.82.142/26,LLDP,10321,13270,1728259200000
129.119.138.211/24,89.166.103.31/26,TCP,5261,13616,1728259200000
86.249.149.165/23,204.34.82.214/29,GRE,8263,3709,1728259200000
137.23.118.219/17,29.134.220.8/28,PIM,7191,12874,1728259200000
70.221.41.111/13,117.49.30.84/25,AH,5940,9516,1728259200000
251.205.242.0/30,156.206.181.113/19,RDP,7730,9413,1728259200000
192.22.170.168/2,221.42.143.95/16,IMAP,11292,11844,1728259200000
73.248.117.185/4,120.61.238.85/15,DCCP,8912,11780,1728259200000
255.127.154.92/26,81.185.122.227/23,IP-in-IP,9893,2751,1728259200000
71.199.136.59/16,2.106.152.101/14,POP3,9024,12331,1728259200000
139.50.1.0/24,142.181.17.143/2,LDAP,6738,13594,1728259200000
84.224.147.58/29,111.149.120.221/23,HDLC,211,12452,1728259200000
186.246.250.45/10,192.64.236.67/26,DCCP,6062,3900,1728259200000
107.134.79.236/6,214.121.35.251/1,IP-in-IP,11535,4571,1728259200000
151.78.191.4/5,216.98.175.187/21,ESP,2016,2282,1728259200000
68.27.194.136/4,218.118.62.1/8,BGP,13363,1948,1728259200000
79.50.64.196/26,23.68.174.20/15,TFTP,11607,11478,1728259200000
99.183.238.254/8,247.100.53.45/8,HTTPS,641,5062,1728259200000
234.230.228.119/14,149.91.229.55/4,HTTPS,8862,13454,1728259200000
156.141.201.15/4,63.171.107.45/25,UDP,1123,10597,1728259200000
186.97.73.59/18,241.130.228.157/3,RDP,1648,13895,1728259200000
165.173.251.116/7,245.199.229.5/26,DHCP,9588,10207,1728259200000
62.117.106.204/17,161.107.168.114/31,BGP,8021,12003,1728259200000
140.154.125.2/17,218.151.74.226/8,UDP,2333,12433,1728259200000
113.148.242.163/20,0.242.156.180/30,PPTP,1715,14192,1728259200000
6.42.51.225/16,29.104.45.132/30,HSRP,947,14610,1728259200000
221.231.162.50/2,126.225.122.184/16,HTTPS,6869,4204,1728259200000
126.208.113.169/14,81.124.248.68/23,ESP,14907,2309,1728259200000
74.14.32.126/18,114.127.181.224/31,MPLS,8235,13544,1728259200000
43.29.80.83/21,19.128.25.75/17,SSH,8335,13070,1728259200000
117.55.209.154/30,111.210.6.77/30,EIGRP,12599,7992,1728259200000
175.31.142.158/16,11.56.20.35/31,SCTP,12282,2671,1728259200000
41.28.51.128/26,203.28.225.15/12,HSRP,14378,14551,1728259200000
114.124.28.236/9,229.146.41.54/30,RDP,288,6031,1728259200000
35.53.228.255/15,6.56.103.115/31,CDP,10335,9964,1728259200000
6.91.150.99/22,227.114.106.189/18,OSPF,2745,12555,1728259200000
223.82.82.222/5,72.28.40.63/16,RTP,11990,13783,1728259200000
174.185.87.231/15,173.145.16.117/3,PPTP,494,3630,1728259200000
223.18.56.166/10,153.165.61.27/9,VRRP,1449,1976,1728259200000
127.223.7.125/4,234.192.45.111/6,PPTP,5426,673,1728259200000
154.247.2.108/7,35.134.221.56/5,ARP,12728,5690,1728259200000
123.243.1.34/9,205.148.118.215/5,PIM,9924,1443,1728259200000
120.62.149.150/19,152.78.223.229/25,SMTP,9476,5817,1728259200000
216.87.95.81/26,151.64.210.201/15,EIGRP,9277,8444,1728259200000
239.32.94.37/31,136.182.10.235/31,FTP,1442,2903,1728259200000
200.85.164.81/21,200.137.253.113/9,POP3,2445,11078,1728259200000
29.238.3.166/24,39.237.172.30/23,STP,8560,13994,1728259200000
204.199.17.183/28,168.198.107.168/23,RSVP,3993,10631,1728259200000
85.145.92.78/20,200.20.76.82/19,NFS,478,7400,1728259200000
82.232.189.13/27,77.226.107.250/31,NDP,1679,10774,1728259200000
29.104.56.153/6,182.158.146.192/1,HDLC,4774,6946,1728259200000
73.148.10.107/26,65.91.66.15/14,HTTP,6791,11083,1728259200000
236.101.228.206/26,196.100.212.173/24,SMTP,14445,13163,1728259200000
60.244.46.66/19,12.90.118.66/21,HSRP,13406,346,1728259200000
122.101.113.26/25,250.87.191.163/4,VRRP,9197,3986,1728259200000
246.245.87.21/15,73.74.179.60/18,POP3,6359,14323,1728259200000
126.74.119.103/16,127.61.112.147/29,RTSP,4618,5984,1728259200000
115.82.153.131/19,71.236.185.154/14,RDP,9960,8602,1728259200000
252.42.204.190/20,224.186.124.255/30,TCP,14120,5154,1728259200000
72.212.51.252/7,35.149.21.45/29,TFTP,12644,14103,1728259200000
62.105.124.221/2,165.145.105.84/5,DCCP,7585,954,1728259200000
165.77.35.178/23,90.196.60.107/20,LDP,1847,3678,1728259200000
148.254.125.165/31,7.36.215.234/20,Telnet,1242,321,1728259200000
201.254.161.23/21,237.77.149.92/23,CDP,9594,3788,1728259200000
130.89.109.128/29,202.199.198.20/23,SMB,7105,434,1728259200000
55.249.17.190/9,2.197.120.223/19,IS-IS,7582,7388,1728259200000
202.126.39.87/23,144.149.21.14/8,IS-IS,1623,11814,1728259200000
137.106.244.206/2,22.96.9.145/23,LDAP,9090,14997,1728259200000
52.8.7.219/7,176.212.221.55/13,SMB,4764,14847,1728259200000
156.187.69.159/20,14.94.123.57/21,OSPF,5585,2655,1728259200000
44.221.80.58/17,25.56.9.65/16,IGMP,8093,12474,1728259200000
42.171.104.207/18,0.236.40.228/11,SMTP,2188,11051,1728259200000
43.206.72.84/17,187.37.164.6/21,DHCP,7347,14711,1728259200000
85.141.26.162/29,241.215.155.245/17,OSPF,7404,6802,1728259200000
216.238.48.87/31,42.160.37.106/6,POP3,1752,1687,1728259200000
21.3.89.62/3,12.214.246.134/26,RDP,13930,14062,1728259200000
209.0.202.187/13,103.47.195.121/27,VRRP,3320,12429,1728259200000
182.137.130.220/21,220.220.41.124/7,L2TP,10736,2759,1728259200000
181.53.209.4/21,111.36.121.96/19,IGMP,1912,10812,1728259200000
200.7.28.109/6,172.145.33.187/8,EIGRP,4906,13831,1728259200000
104.106.191.87/13,100.244.179.168/19,POP3,13798,1967,1728259200000
149.245.73.135/8,92.154.67.74/1,DNS,5108,9402,1728259200000
54.7.128.225/31,186.3.142.233/27,HTTPS,5660,2797,1728259200000
196.26.124.38/7,221.188.125.158/26,DHCP,984,2610,1728259200000
59.219.240.207/22,162.96.132.34/16,SCTP,5090,6412,1728259200000
33.32.85.119/18,102.57.30.134/12,SMTP,1703,4232,1728259200000
186.67.89.13/23,201.57.223.239/7,HSRP,10261,846,1728259200000
4.237.207.74/15,231.33.56.47/6,ICMP,2621,11123,1728259200000
128.171.8.52/3,181.15.68.17/17,RSVP,13454,10103,1728259200000
172.83.84.135/31,148.32.184.253/12,PIM,8410,6452,1728259200000
199.218.184.58/4,5.3.30.66/20,HTTPS,11183,9418,1728259200000
26.249.63.110/29,147.88.39.183/29,PPTP,10917,1636,1728259200000
183.47.115.32/1,230.245.132.153/7,RTSP,6922,2587,1728259200000
130.20.164.57/8,177.212.170.255/27,SCTP,3220,10812,1728259200000
152.47.252.191/26,144.230.71.0/27,RDP,6293,8064,1728259200000
115.23.195.179/7,1.37.229.174/30,HTTP,11576,7172,1728259200000
13.193.224.87/5,103.134.126.156/8,DNS,14317,3775,1728259200000
0.246.76.54/7,185.146.207.233/5,OSPF,8673,9503,1728259200000
176.108.187.93/7,213.52.173.198/31,CIFS,8040,10434,1728259200000
145.226.116.42/7,170.161.194.80/23,RTP,10419,3354,1728259200000
142.189.56.82/24,25.6.11.253/21,RDP,3047,1605,1728259200000
112.14.122.215/31,1.171.230.123/20,LDAP,6032,3341,1728259200000
204.60.231.102/26,33.130.83.130/6,MPLS,4229,1398,1728259200000
71.152.0.91/3,63.156.249.203/5,HDLC,9082,11884,1728259200000
234.49.166.221/17,62.98.45.8/9,L2TP,12312,11983,1728259200000
146.133.108.55/7,61.150.148.172/7,HTTP,1408,182,1728259200000
13.3.124.134/5,142.220.81.110/23,ARP,10404,4732,1728259200000
52.97.228.210/3,16.3.78.251/11,AH,7940,11268,1728259200000
184.44.187.32/9,213.148.153.246/8,AH,12847,9478,1728259200000
92.174.148.242/31,10.107.249.90/19,NDP,9776,944,1728259200000
192.132.125.247/13,91.72.111.133/17,GTP,13502,6692,1728259200000
208.32.168.173/28,60.47.36.195/12,ESP,3962,13708,1728259200000
104.232.17.202/23,174.209.42.0/24,PPP,5889,3142,1728259200000
94.185.232.227/7,43.166.183.116/15,OSPF,10460,4738,1728259200000
55.110.101.146/9,129.141.195.89/24,POP3,11058,6144,1728259200000
225.172.54.101/7,168.82.255.13/26,RSVP,8813,12684,1728259200000
90.38.3.240/14,142.241.60.229/16,NFS,682,9635,1728259200000
109.162.130.193/18,147.87.108.39/5,PIM,11761,2225,1728259200000
25.211.6.16/31,89.166.160.178/24,PPP,325,9063,1728259200000
150.12.65.162/5,97.51.137.105/24,RDP,6376,10141,1728259200000
12.9.166.146/7,73.101.159.5/10,SMB,10121,2487,1728259200000
33.239.218.247/7,43.128.2.136/31,MPLS,1647,10875,1728259200000
5.89.66.167/1,15.94.0.211/19,IP-in-IP,2198,9595,1728259200000
7.195.53.28/13,254.178.3.174/15,PIM,5274,2348,1728259200000
233.6.38.97/14,107.71.212.164/10,OSPF,726,2105,1728259200000
143.79.94.152/22,198.146.162.132/5,NDP,6925,1584,1728259200000
104.171.25.129/19,183.6.131.113/14,HDLC,6233,2556,1728259200000
205.170.173.43/31,184.18.204.48/16,SMB,217,352,1728259200000
83.14.115.88/29,1.61.235.229/15,AH,13866,6223,1728259200000
111.3.198.112/5,115.210.77.23/2,LDP,8541,7909,1728259200000
70.77.76.183/4,233.79.219.136/28,PIM,8278,758,1728259200000
209.127.146.146/23,17.25.241.56/26,PPTP,13119,7919,1728259200000
161.118.198.250/13,47.248.84.1/15,TFTP,7728,3680,1728259200000
178.91.38.83/21,23.25.28.198/8,VRRP,836,7432,1728259200000
215.219.37.39/19,139.175.92.243/20,FTP,7529,3877,1728259200000
188.79.215.16/4,174.20.64.122/3,OSPF,1944,11553,1728259200000
182.3.153.127/9,226.253.195.134/28,LDP,10774,11682,1728259200000
237.17.36.30/22,79.199.6.42/30,PPP,4240,1531,1728259200000
238.238.59.99/18,143.178.45.63/18,GRE,8667,9828,1728259200000
101.224.97.0/25,219.48.145.189/9,VRRP,5362,1621,1728259200000
245.231.76.91/4,12.11.181.183/16,IMAP,4925,7480,1728259200000
84.141.204.237/3,180.42.205.138/16,AH,4930,9158,1728259200000
199.68.14.234/30,52.71.80.238/22,PPP,2880,13721,1728259200000
209.179.94.178/24,49.52.255.38/30,FTP,10391,7648,1728259200000
15.30.191.133/11,26.13.55.99/30,IMAP,6822,8976,1728259200000
128.173.181.62/17,189.63.213.78/13,HDLC,9732,13468,1728259200000
14.38.209.140/14,147.130.139.111/21,DHCP,13577,8110,1728259200000
212.165.43.218/7,157.16.60.204/30,Telnet,5188,10165,1728259200000
22.74.183.184/29,59.14.65.121/28,EIGRP,6758,1934,1728259200000
187.138.47.247/7,218.14.118.236/17,Telnet,1089,7473,1728259200000
150.26.207.102/16,38.51.126.169/21,MPLS,5526,8839,1728259200000
251.190.189.216/31,113.71.5.68/8,DNS,6047,11738,1728259200000
217.179.51.5/24,25.152.90.206/22,HSRP,4562,1032,1728259200000
22.247.238.118/3,210.100.104.133/19,SSH,4274,12802,1728259200000
42.129.138.53/18,226.50.46.130/18,BGP,10429,669,1728259200000
255.39.120.227/15,196.198.239.176/26,GRE,3877,14351,1728259200000
127.192.193.170/5,161.31.140.155/28,L2TP,11490,3265,1728259200000
176.142.165.226/25,193.160.90.155/26,L2TP,2833,6570,1728259200000
120.103.114.221/22,113.86.50.60/17,SSH,1888,7424,1728259200000
239.163.244.241/7,33.69.119.68/3,TFTP,13130,5035,1728259200000
144.53.57.128/25,54.207.212.105/7,VTP,485,13791,1728259200000
